STT,Từ vựng gốc,Từ loại,Phiên âm,Ý nghĩa,Câu ví dụ,Dịch câu ví dụ
860,要,Liên từ / Động từ,yào,"nếu, lỡ như, phải, cần thiết, muốn",你要是要想在明天的普通话口语口语测试中拿好成绩，今晚就得复习。,"Nếu muốn đạt điểm cao kỳ thi nói ngày mai, tối nay bạn phải ôn bài."
861,业余,Tính từ,yèyú,"nghiệp dư, ngoài giờ làm việc, bán chuyên",在业余业余时间里，他最喜欢去学校西区操场和中国同学踢足球踢足球。,Những giờ rảnh rỗi cậu ấy thích ra sân khu tây đá bóng với bạn.
862,叶子,Danh từ,yèzi,"lá cây, lá",秋天一到，大柳树上的柳树叶子叶子渐渐都变成黄色，纷纷飘落飘落下来。,Thu sang lá liễu dần chuyển vàng rơi rụng khắp mặt đất.
863,医疗,Động từ / Danh từ,yīliáo,"y tế, điều trị y tế, chữa trị",学校决定进一步改善改善外籍留学生的医疗医疗保险和日常看病看病保障。,Trường quyết định cải thiện hơn bảo hiểm y tế khám chữa bệnh cho học sinh.
864,医学,Danh từ,yīxué,"y học, y khoa",他的大哥哥在北京大学医学医学系读书，立志成为一名优秀的内科医生内科医生。,Anh cả cậu ấy học y khoa Bắc Đại chí hướng làm bác sĩ nội khoa giỏi.
865,依靠,Động từ / Danh từ,yīkào,"dựa vào, trông cậy, chỗ dựa (tinh thần/kinh tế)",留学生们在国外学习，在生活上主要依靠依靠学校老师和舍友舍友帮助。,Du học sinh học xa nhà cuộc sống chủ yếu dựa vào thầy cô và bạn học.
866,依然,Phó từ / Tính từ,yīran,"vẫn như cũ, y nguyên, vẫn thế",离开河内一年多了，我心里依然依然常常十分怀念河内的亲人们亲人们。,"Rời Hà Nội hơn 1 năm rồi, lòng tôi vẫn rất nhớ người thân quê nhà."
867,一律,Phó từ,yīlǜ,"một loạt, đồng loạt, đều như nhau",学校多媒体语言实验室大门贴着告示：所有电脑设备一律一律禁带带饮料。,Phòng lab dán thông báo: Tất cả máy tính đều cấm mang nước vào.
868,一再,Phó từ,yīzài,"nhiều lần, dăm lần bảy lượt, lặp đi lặp lại",李老师在期末期末考试前，一再一再向大家强调要认真确认确认身份证件。,Cô Lý nhắc đi nhắc lại trước kỳ thi phải check kỹ thẻ căn cước.
869,一致,Tính từ / Phó từ,yīzhì,"nhất trí, đồng lòng, thống nhất, giống nhau",我们两个汉语学习小组对于新项目推广方案的看法是一致一致的看法是一致的。,Hai nhóm học tiếng Trung đều nhất trí quan điểm về kế hoạch dự án.
870,移,Động từ,yí,"di chuyển, dời đi, thay đổi (như 移动, 移植)",请帮我把桌子上的这盆红花移移到阳台阳台晒晒太阳，让它健康健康成长。,Giúp tôi dời chậu hoa đỏ trên bàn ra ban công phơi nắng cho tươi.
871,移动,Động từ,yídòng,"di động, di chuyển, xê dịch",在安静安静的阅览室里，请不要随便移动移动桌椅桌椅，以免发出吵闹声。,Phòng đọc yên tĩnh xin đừng di chuyển bàn ghế gây ra tiếng động.
872,移民,Danh từ / Động từ,yímín,"di dân, nhập cư, người nhập cư",他的叔叔全家在上个月已经正式移民移民到了中国南部的海滨城市海滨城市。,Cả nhà chú cậu ấy tháng trước đã di dân đến thành phố biển nam Trung Quốc.
873,遗产,Danh từ,yíchǎn,"di sản, tài sản thừa kế, của cải để lại",万里长城是中华民族留下的伟大历史文化遗产遗产，吸引无数游客无数游客。,Trường Thành là di sản văn hóa vĩ đại dân tộc Trung Hoa thu hút khách.
874,遗传,Động từ,yíchuán,di truyền,医生仔细向我们讲解了这几类常染色体隐性遗传遗传疾病的具体特征具体特征。,Bác sĩ giảng kỹ đặc điểm cụ thể của mấy bệnh di truyền lặn này.
875,疑问,Danh từ,yíwèn,"nghi vấn, câu hỏi, thắc mắc, hoài nghi",如果你在自修汉语汉语语法语法时遇到任何疑问疑问，都可以微信向老师问老师问。,Tự học ngữ pháp tiếng Trung có thắc mắc gì cứ WeChat hỏi cô.
876,以及,Liên từ,yǐjí,"và, cùng với (liên từ nối các từ/cụm từ)",学校的体育馆里面引进了先进的空调以及以及各种非常坚固的运动设施设施。,Nhà thể thao trường lắp điều hòa tiên tiến cùng nhiều máy tập bền bỉ.
877,以内,Danh từ,yǐnèi,"trong vòng, trong phạm vi, ít hơn (thời gian/số lượng)",请在规定的三天期限以内以内，把这份修改好的汉语报告报告发回给我。,Hãy nộp lại báo cáo tiếng Trung đã sửa trong thời hạn 3 ngày.
878,一般来说,Phó từ,yībānláishuō,"nhìn chung, thông thường mà nói",一般来说一般来说，夏季的北京天气极其干燥炎热，出门要注意防风防晒。,"Thông thường mà nói, mùa hè Bắc Kinh rất khô nóng nên phòng nắng."
879,义务,Danh từ,yìwù,"nghĩa vụ, bổn phận, trách nhiệm pháp lý",按时纳税是每个国家公民应尽的法律法律义务义务，大家都要自觉自觉守纪。,Nộp thuế đúng hạn là nghĩa vụ pháp lý công dân phải tự giác tuân thủ.
880,议论,Động từ / Danh từ,yìlùn,"nghị luận, bàn tán, tranh luận, ý kiến bàn luận",同学们下课后都在走廊里热烈地议论议论着今天下午的汉语戏剧演出演出。,Tan học học sinh tụ tập ngoài hành lang bàn luận sôi nổi về vở kịch.
881,引导,Động từ,yǐndǎo,"dẫn dắt, hướng dẫn, dẫn đường",李老师热心引导引导我们如何利用电脑网络网络去寻找寻找实用的汉语学习资源。,Cô Lý nhiệt tình hướng dẫn tụi tôi cách lên mạng tìm nguồn học bổ ích.
882,引,Động từ,yǐn,"dẫn, kéo, dẫn dắt, thu hút (như 吸引, 引起)",这首优美欢快的中文中文歌曲歌曲引引来了操场上无数同学同学跟着哼唱跟着哼唱起来。,Bài hát tiếng Trung vui tươi thu hút bao bạn học cùng hát theo.
883,引进,Động từ,yǐnjìn,"nhập khẩu, đưa vào, du nhập (kỹ thuật/thiết bị)",我们物理化学实验室今年引进了引进了大批从国外进口进口的先进电脑机器设备。,Phòng lab lý hóa năm nay nhập về loạt máy móc tiên tiến từ nước ngoài.
884,引起,Động từ,yǐnqǐ,"gây ra, dẫn đến, khơi dậy (chú ý/mâu thuẫn)",他在多媒体大礼堂大声喧哗喧哗，引起引起了周围正在看书看书的学生的不满不满。,Cậu ấy làm ồn trong hội trường gây khó chịu cho các bạn đang đọc sách.
885,应,Động từ,yīng,"nên, phải, ứng (đọc yīng/yìng, như 应该)",我们每个人都应应自觉遵守学校纪律纪律，共同维护维护安静的学习环境环境。,Mỗi chúng ta đều nên tự giác tuân thủ kỷ luật giữ yên tĩnh trường lớp.
886,英勇,Tính từ,yīngyǒng,"anh dũng, quả cảm, dũng cảm phi thường",在国家边境线上守卫的高山士兵士兵们表现得极其英勇英勇，令人极其极其佩服佩服。,Chiến sĩ biên cương canh gác nơi núi cao rất anh dũng khiến ta kính nể.
887,营业,Động từ,yíngyè,"kinh doanh, mở cửa bán hàng, chạy doanh nghiệp",超市的日常营业营业时间是早上八点到晚上十点，买零食零食十分方便方便。,"Giờ mở cửa siêu thị từ 8h-22h, mua đồ ăn vặt rất tiện lợi."
888,赢得,Động từ,yíngdé,"giành được, thắng được, thu được (tình cảm/giải thưởng)",他在这次汉语口语大赛中的出色演讲演讲，赢得了赢得了全场评委的极高评价评价。,Bài nói xuất sắc tại cuộc thi nói tiếng Trung giúp cậu ấy giành điểm cao.
889,影子,Danh từ,yǐngzi,"bóng, hình bóng, ảnh bóng",阳光照在大松树松树上面，在干净干净的街道地面上留下了长长的影子影子。,Nắng chiếu vào cây thông lớn để lại bóng dài trên đường sạch sẽ.
890,勇敢,Tính từ,yǒnggǎn,"dũng cảm, gan dạ",面对突发的火灾火灾险情，那位英勇英勇的保安勇敢地冲进大楼去救人救人。,"Đối mặt đám cháy khẩn cấp, chú bảo vệ dũng cảm lao vào cứu người."
891,用途,Danh từ,yòngtú,"công dụng, cách dùng, mục đích sử dụng",这套新引引进的先进电脑机器设备在日常日常科研中有着非常广泛的用途用途。,Thiết bị máy tính tiên tiến mới nhập này có công dụng rất rộng rãi.
892,拥挤,Tính từ,yōngjǐ,"đông đúc, chật chội, tắc nghẽn (xe cộ/người)",下班时间的北京市中心市区街道街道交通通常非常拥挤拥挤，大巴容易晚点晚点。,Đường phố trung tâm Bắc Kinh giờ tan tầm rất đông dễ tắc xe khách.
893,优良,Tính từ,yōuliáng,"ưu tú, tốt, lành, chất lượng tốt (truyền thống/chất lượng)",我们学校有着勤奋自学自修的优良优良传统，大家都十分刻苦刻苦背诵背诵。,Trường ta có truyền thống chăm học tốt ai nấy đều siêng học từ mới.
894,优美,Tính từ,yōuměi,"đẹp đẽ, mỹ lệ, tao nhã (phong cảnh/giọng ca)",香山秋季的红叶红叶风景极其优美优美，每年秋天都吸引无数无数世界游客游客。,Cảnh lá đỏ Hương Sơn thu rất đẹp thu hút bao khách du lịch hàng năm.
895,优秀,Tính từ,yōuxiù,"ưu tú, xuất sắc, xuất chúng",李华不仅年年拿一等奖学金奖学金，还是我们学校非常优秀优秀的男学生男学生。,Lý Hoa vừa nhận học bổng nhất vừa là học sinh rất xuất sắc của trường.
896,邮局,Danh từ,yóujú,bưu điện,妈妈今天上午去邮局邮局给我寄寄了一个大包裹包裹，里面有越南特色零食零食。,Sáng nay mẹ ra bưu điện gửi cho tôi kiện đồ ăn vặt đặc sản Việt.
897,有劲儿,Tính từ,yǒujìnr,"có sức lực, hăng hái, có lực, nhiều sức",今天早晨睡得饱，我现在感觉浑身都有劲儿有劲儿，慢跑慢跑十公里都没问题没问题。,Sáng nay ngủ đẫy giấc thấy tràn đầy sinh lực chạy 10 km vô tư.
898,有趣,Tính từ,yǒuqù,"thú vị, hay ho, sinh động",李老师在课上给我们讲了很多关于中国汉字字形演变的有趣有趣故事故事。,Cô Lý kể nhiều câu chuyện thú vị về biến đổi chữ Hán ở lớp.
899,有限,Tính từ,yǒuxiàn,"hữu hạn, có hạn, hạn chế",这次测试复习的准备准备时间非常有限有限，大家一定要加倍加倍努力看书自修看书自修。,"Giờ ôn thi có hạn, mọi người phải nỗ lực đọc sách tự học hơn."
900,于是,Liên từ,yúshì,"thế là, cho nên, thế rồi",看到外面的天空突然突然阴沉打雷，于是于是他立刻把阳台上的衣服收进屋里衣服收进屋里。,"Thấy trời bỗng âm u sấm chớp, thế là cậu ấy cất ngay đồ ban công vào nhà."
901,原料,Danh từ,yuánliào,"nguyên liệu, thành phần",这种新研制的新型高科技绿色燃料使用的主要原料是植物秸秆植物秸秆。,Nguyên liệu chính của loại nhiên liệu xanh mới này là rơm rạ.
902,原则,Danh từ,yuánzé,nguyên tắc,我们在进行新项目合作合作谈判时，必须坚持互利互惠的原则原则。,Khi đàm phán hợp tác dự án mới ta phải giữ nguyên tắc đôi bên cùng lợi.
903,圆,Danh từ / Tính từ,yuán,"tròn, hình tròn, viên mãn",中秋节的晚上，天空中挂着一轮非常圆非常洁白的洁白明月。,"Tối Trung thu, trên trời treo vầng trăng tròn trắng tinh rất đẹp."
904,圆满,Tính từ,yuánmǎn,"viên mãn, trọn vẹn, tốt đẹp",在学校各部门的紧密合作下，这次学术学术研讨会取得了圆满圆满成功。,"Với sự hợp tác của các phòng ban, hội thảo khoa học đã thành công tốt đẹp."
905,约会,Danh từ / Động từ,yuēhuì,"hẹn hò, cuộc hẹn, hẹn gặp",李华今天晚上有一场非常极其重要的商务商务合作谈判约会约会。,Lý Hoa tối nay có một cuộc hẹn đàm phán thương mại rất quan trọng.
906,月底,Danh từ,yuèdǐ,cuối tháng,李经理决定在下个月月底月底，正式向全班同学公布优秀奖学金优秀奖学金。,Giám đốc Lý quyết định cuối tháng sau công bố học bổng xuất sắc.
907,阅读,Động từ,yuèdú,"đọc, đọc hiểu",多读中文报纸能极大提高我们的汉语词汇量以及以及阅读理解能力。,Đọc nhiều báo tiếng Trung nâng cao vốn từ và khả năng đọc hiểu.
908,运动会,Danh từ,yùndònghuì,"đại hội thể thao, ngày hội thể thao",我们学校计划在下个月初，举办一年一度的秋季秋季运动会运动会。,Trường ta định tổ chức đại hội thể thao mùa thu vào đầu tháng tới.
909,运动员,Danh từ,yùndòngyuán,vận động viên,操场上面聚集了许多优秀的年轻运动员运动员，正在拼命拼命训练。,Trên sân tập trung nhiều vận động viên trẻ giỏi đang nỗ lực tập luyện.
910,运气,Danh từ,yùnqi,"vận may, số phận, may mắn",他的运气运气非常好，这次汉语水平测试中他竟然考了第一名考了第一名。,"Vận may của cậu ấy rất tốt, kỳ thi tiếng Trung này lại được hạng nhất."
911,运用,Động từ,yùnyòng,"vận dụng, sử dụng, ứng dụng",在进行汉语口语表达表达时，我们要学会灵活运用重点语法重点语法。,Khi nói tiếng Trung ta phải học cách vận dụng linh hoạt ngữ pháp.
912,再三,Phó từ,zàisān,"nhiều lần, lặp đi lặp lại, dăm lần bảy lượt",李老师在期末期末考试前，再三再三嘱咐大家确认身份证件信息。,Cô Lý nhắc đi nhắc lại học sinh kiểm tra thông tin thẻ căn cước.
913,在乎,Động từ,zàihu,"để ý, quan tâm, bận tâm, coi trọng",他向来不在乎别人怎么议论他，只是一心一意学好自学自学汉语。,"Cậu ấy không bận tâm người ta bàn tán gì, chỉ chuyên tâm học tiếng Trung."
